station_code,station_name,lat,lon,source,comment
CR4,Pasir Ris East,1.367050629369177,103.96054831249381,ura,
CR5,Pasir Ris,1.3720098191020362,103.94933430267868,ura,
CR6,Tampines North,1.369449526486207,103.9381069524582,ura,
CR7,Defu,1.362340217706898,103.89899601290712,ura,
CR8,Hougang,1.37121513084043,103.8917486395222,ura,
CR9,Serangoon North,1.3705661627364352,103.87392796807833,ura,
CR10,Tavistock,1.3701972380126186,103.86327814413596,ura,
CR11,Ang Mo Kio,1.3696725253555933,103.85025142310502,ura,
CR12,Teck Ghee,1.3655366015365205,103.84360463817544,ura,
CR13,Bright Hill,1.3632817842745766,103.83447249683356,ura,
CR14,Turf City,1.3409139926581004,103.79442676751877,ura,
CR15,King Albert Park,1.3347417534979744,103.78308418937229,ura,
CR16,Maju,1.3281487684997983,103.7769245837171,ura,
CR17,Clementi,1.3159314667201611,103.76560394593672,ura,
CR18,West Coast,1.3105599161973904,103.7582663586318,ura,
CR19,Jurong Lake District,1.3271604433801358,103.73981250483112,ura,
DE1,Yew Tee Village,1.4006380047262175,103.75344590447695,ura,
DE2,Sungei Kadut,1.4133910875005729,103.748924012435,ura,
DT1,Bukit Panjang,1.378485469375234,103.76235265975984,ura,
DT2,Cashew,1.3693663697456693,103.76469934064848,ura,
DT3,Hillview,1.362336809808497,103.76742281566246,ura,
DT4,Hume,1.3545108355374271,103.76910392897064,ura,
DT5,Beauty World,1.3412269612555616,103.77579158431996,ura,
DT6,King Albert Park,1.3347417534979744,103.78308418937229,ura,
DT7,Sixth Avenue,1.330801546139581,103.79726347741008,ura,
DT8,Tan Kah Kee,1.3258724508086044,103.80733103974738,ura,
DT9,Botanic Gardens,1.3222556032290131,103.81561860443068,ura,
DT10,Stevens,1.3199006799927198,103.82583341635527,ura,
DT11,Newton,1.3129117966563681,103.83803477211077,ura,
DT12,Little India,1.3071641923108004,103.84927785171979,ura,
DT13,Rochor,1.3039277778520966,103.8524399625922,ura,
DT14,Bugis,1.2999975124848677,103.85626865113218,ura,
DT15,Promenade,1.293143901003921,103.86094756856582,ura,
DT16,Bayfront,1.2818722431382803,103.85907514177777,ura,
DT17,Downtown,1.279441953085253,103.85284216745879,ura,
DT18,Telok Ayer,1.2822804876308553,103.84832342237205,ura,
DT19,Chinatown,1.2844979891931358,103.84400359690841,ura,
DT20,Fort Canning,1.292403234699504,103.84428910026826,ura,
DT21,Bencoolen,1.2987383503712773,103.85026001961103,ura,
DT22,Jalan Besar,1.30537670263359,103.85542874970528,ura,
DT23,Bendemeer,1.3136595922847918,103.86296930045476,ura,
DT24,Geylang Bahru,1.3215103924352716,103.87190108504024,ura,
DT25,Mattar,1.3268656821831755,103.88325305986126,ura,
DT26,MacPherson,1.3262293288956457,103.8898166121914,ura,
DT27,Ubi,1.329955264485481,103.89924886684018,ura,
DT28,Kaki Bukit,1.334962978665666,103.9084551578921,ura,
DT29,Bedok North,1.3347556340643625,103.91787672264688,ura,
DT30,Bedok Reservoir,1.3365987355758024,103.93228754719657,ura,
DT31,Tampines West,1.345514318345991,103.93843404854924,ura,
DT32,Tampines,1.3542205476839944,103.94408991606302,ura,
DT33,Tampines East,1.3562123851881451,103.95485813749899,ura,
DT34,Upper Changi,1.3417403773362115,103.9614732441236,ura,
DT35,Expo,1.3348980488177347,103.96196341596709,ura,
DT36,Xilin,1.328734540243039,103.96486806284406,ura,
DT37,Sungei Bedok,1.3203959599740995,103.95720762079861,ura,
EW1,Pasir Ris,1.3720098191020362,103.94933430267868,ura,
EW2,Tampines,1.3542205476839944,103.94408991606302,ura,
EW3,Simei,1.3431974397954487,103.9533771182992,ura,
EW4,Tanah Merah,1.3272540817777472,103.94654794367561,ura,
EW5,Bedok,1.3240113189246734,103.93017251986417,ura,
EW6,Kembangan,1.3210380145636937,103.91294742959236,ura,
EW7,Eunos,1.3197611173392314,103.90325558730702,ura,
EW8,Paya Lebar,1.3177432141186658,103.89267068880001,ura,
EW9,Aljunied,1.316433494695341,103.88290452869101,ura,
EW10,Kallang,1.3114123456496802,103.87131236090362,ura,
EW11,Lavender,1.3073717305725638,103.86283780154915,ura,
EW12,Bugis,1.2999975124848677,103.85626865113218,ura,
EW13,City Hall,1.292935458131331,103.85260777099556,ura,
EW14,Raffles Place,1.284067270989306,103.85145931539898,ura,
EW15,Tanjong Pagar,1.2766311508227064,103.84601318730437,ura,
EW16,Outram Park,1.2808389346699285,103.83925001411495,ura,
EW17,Tiong Bahru,1.286219740332733,103.82703434044352,ura,
EW18,Redhill,1.2896302709624783,103.81677319412825,ura,
EW19,Queenstown,1.294611331801812,103.80604523672386,ura,
EW20,Commonwealth,1.3024476459449514,103.79829071929134,ura,
EW21,Buona Vista,1.3068710122280809,103.79028747130236,ura,
EW22,Dover,1.3113946900971238,103.77864915499143,ura,
EW23,Clementi,1.3159314667201611,103.76560394593672,ura,
EW24,Jurong East,1.333050284679782,103.74210748182318,ura,
EW25,Chinese Garden,1.3421449762957498,103.73281439405886,ura,
EW26,Lakeside,1.3442638155664695,103.72096682017924,ura,
EW27,Boon Lay,1.3383562390412558,103.70531990031637,ura,
EW28,Pioneer,1.3375950972528237,103.69741522528173,ura,
EW29,Joo Koon,1.327744942268679,103.67828617916503,ura,
EW30,Gul Circle,1.3197032592130764,103.66073679407967,ura,
EW31,Tuas Crescent,1.3211383595667519,103.64896525737075,ura,
EW32,Tuas West Road,1.3300371270042406,103.63957309721583,ura,
EW33,Tuas Link,1.340270406495732,103.63675132373392,ura,
JE1,Tengah Plantation,1.3573321352640935,103.73345298368655,ura,
JE2,Tengah Park,1.352326157460195,103.73678393001224,ura,
JE3,Bukit Batok West,1.3456739510149516,103.7395019676103,ura,
JE4,Toh Guan,1.3399090568905165,103.742494812135,ura,
JE5,Jurong East,1.333050284679782,103.74210748182318,ura,
JE6,Jurong Town Hall,1.3263789775445054,103.74521205263636,ura,
JE7,Pandan Reservoir,1.320458223153171,103.7448007651914,ura,
JS1,Choa Chu Kang,1.3851254680366532,103.74434408893133,ura,
JS2,Choa Chu Kang West,1.3792210090842536,103.74001342904067,ura,
JS3,Tengah,1.3663534647032467,103.73001067862933,ura,
JS4,Hong Kah,1.3580131149925936,103.72610120695401,ura,
JS5,Corporation,1.3529695343362098,103.71381299547156,ura,
JS6,Jurong West,1.3491851409286144,103.70825683283655,ura,
JS7,Bahar Junction,1.3461917323028454,103.7030341020502,ura,
JS8,Boon Lay,1.3383562390412558,103.70531990031637,ura,
JS9,Enterprise,1.3327316696239189,103.70857975778225,ura,
JS10,Tukang,1.3254102896356106,103.70924521471403,ura,
JS11,Jurong Hill,1.3186246498744871,103.71013468207298,ura,
JS12,Jurong Pier,1.3131311689118546,103.71039877678588,ura,
JW1,Gek Poh,1.3483461900761775,103.6981160327606,ura,
JW2,Tawas,1.350658112886788,103.69188973659975,ura,
JW3,Nanyang Gateway,1.353688748523998,103.68660681628533,ura,
JW4,Nanyang Crescent,1.348406058361224,103.68080361982648,ura,
JW5,Peng Kang Hill,1.3432230839217252,103.67855554554436,ura,
NE1,HarbourFront,1.265310691626473,103.82150740808491,ura,
NE3,Outram Park,1.2808389346699285,103.83925001411495,ura,
NE4,Chinatown,1.2844979891931358,103.84400359690841,ura,
NE5,Clarke Quay,1.2886057308902332,103.84664481271456,ura,
NE6,Dhoby Ghaut,1.2991489615370466,103.8458117190266,ura,
NE7,Little India,1.3071641923108004,103.84927785171979,ura,
NE8,Farrer Park,1.3124482283293788,103.85427015841306,ura,
NE9,Boon Keng,1.3194470900320243,103.86168108544172,ura,
NE10,Potong Pasir,1.3313873892306496,103.86906995828527,ura,
NE11,Woodleigh,1.3391607697389176,103.87079168986061,ura,
NE12,Serangoon,1.3500741477714449,103.87304885351502,ura,
NE13,Kovan,1.3601798707280965,103.88509111597133,ura,
NE14,Hougang,1.37121513084043,103.8917486395222,ura,
NE15,Buangkok,1.3827715837771788,103.89309246881164,ura,
NE16,Sengkang,1.3915510620007674,103.8954261698915,ura,
NE17,Punggol,1.405165442795008,103.90240395660469,ura,
NE18,Punggol Coast,1.4149388181616607,103.91021424530948,ura,
NS1,Jurong East,1.333050284679782,103.74210748182318,ura,
NS2,Bukit Batok,1.3489967490688684,103.74954069134954,ura,
NS3,Bukit Gombak,1.3586719216098169,103.75191010899835,ura,
NS3A,Brickland,1.3684011947216186,103.749676524253,ura,
NS4,Choa Chu Kang,1.3851254680366532,103.74434408893133,ura,
NS5,Yew Tee,1.3975496334690805,103.74740209303708,ura,
NS6,Sungei Kadut,1.4133910875005729,103.748924012435,ura,
NS7,Kranji,1.4251892314695478,103.76205895494209,ura,
NS8,Marsiling,1.4325784529165027,103.77404281322656,ura,
NS9,Woodlands,1.436448687872568,103.78705527389394,ura,
NS10,Admiralty,1.4405887099902668,103.80097510574198,ura,
NS11,Sembawang,1.4490674618976647,103.82018789692005,ura,
NS12,Canberra,1.4432345901096362,103.82953968335984,ura,
NS13,Yishun,1.4295722438817275,103.83497264860424,ura,
NS14,Khatib,1.4175753810979856,103.83303809149398,ura,
NS15,Yio Chu Kang,1.3817534968318599,103.84480693849162,ura,
NS16,Ang Mo Kio,1.3696725253555933,103.85025142310502,ura,
NS17,Bishan,1.3510484822751936,103.84868243429734,ura,
NS18,Braddell,1.3403574630140758,103.84679533583812,ura,
NS19,Toa Payoh,1.332667992247838,103.8474452071861,ura,
NS20,Novena,1.3204300814932564,103.8438181306018,ura,
NS21,Newton,1.3129117966563681,103.83803477211077,ura,
NS22,Orchard,1.303444646304231,103.83187416773077,ura,
NS23,Somerset,1.3002600545835286,103.83907516220226,ura,
NS24,Dhoby Ghaut,1.2991489615370466,103.8458117190266,ura,
NS25,City Hall,1.292935458131331,103.85260777099556,ura,
NS26,Raffles Place,1.284067270989306,103.85145931539898,ura,
NS27,Marina Bay,1.2758094294533002,103.85498166544687,ura,
NS28,Marina South Pier,1.2713773812015394,103.86291089300765,ura,
PE1,Cove,1.3993617068685738,103.90591744030328,ura,
PE2,Meridian,1.3968523391605283,103.90899093841303,ura,
PE3,Coral Edge,1.3939263504344506,103.91256353486817,ura,
PE4,Riviera,1.3953581720237742,103.91593242521265,ura,
PE5,Kadaloor,1.399638509666885,103.91639497890144,ura,
PE6,Oasis,1.4023508798916595,103.9126318514526,ura,
PE7,Damai,1.4053160221202112,103.90850357756092,ura,
PTC,Punggol,1.405165442795008,103.90240395660469,ura,
PW1,Sam Kee,1.4096126869238204,103.90483155144202,ura,
PW2,Teck Lee,1.4128738705379404,103.90662621184427,ura,
PW3,Punggol Point,1.4169108526509417,103.90653551158488,ura,
PW4,Samudera,1.4158186977409486,103.90208724260933,ura,
PW5,Nibong,1.4117555862084634,103.90029894847919,ura,
PW6,Sumang,1.408353296668723,103.89851028670412,ura,
PW7,Soo Teck,1.4052096476198659,103.89723440885503,ura,
SE1,Compassvale,1.3944787834510037,103.90055527782525,ura,
SE2,Rumbia,1.3915644449909599,103.90589048292587,ura,
SE3,Bakau,1.3881050159515416,103.90552634690918,ura,
SE4,Kangkar,1.3840307673031464,103.90225755089236,ura,
SE5,Ranggung,1.3839214795181578,103.89749260343731,ura,
STC,Sengkang,1.3915510620007674,103.8954261698915,ura,
SW1,Cheng Lim,1.3962489160522749,103.89390790780313,ura,
SW2,Farmway,1.3971619025464026,103.88938286120671,ura,
SW3,Kupang,1.3981975780716305,103.88137428305878,ura,
SW4,Thanggam,1.397436993718034,103.87565537171609,ura,
SW5,Fernvale,1.391944192658048,103.87627965694506,ura,
SW6,Layar,1.3920928721400994,103.88015787551086,ura,
SW7,Tongkang,1.3893387809146653,103.88593735859335,ura,
SW8,Renjong,1.3867475129068825,103.89042878850033,ura,
TE1,Woodlands North,1.448392319968309,103.78596634244951,ura,
TE2,Woodlands,1.436448687872568,103.78705527389394,ura,
TE3,Woodlands South,1.4271151532156638,103.79389794677142,ura,
TE4,Springleaf,1.398140978256675,103.817921140757,ura,
TE4A,Tagore,1.3903418,103.8266128,manual,missing_from_masterplan
TE5,Lentor,1.3849445080193759,103.83633988787422,ura,
TE6,Mayflower,1.3721081386146197,103.83678152029555,ura,
TE7,Bright Hill,1.3632817842745766,103.83447249683356,ura,
TE8,Upper Thomson,1.3544290003129547,103.83285966545392,ura,
TE9,Caldecott,1.3375387677791497,103.83986538570805,ura,
TE10,Mount Pleasant,1.3285471133429991,103.83506011898334,ura,
TE11,Stevens,1.3199006799927198,103.82583341635527,ura,
TE12,Napier,1.3066656512811499,103.81908277343493,ura,
TE13,Orchard Boulevard,1.3026661094847591,103.8238476357721,ura,
TE14,Orchard,1.303444646304231,103.83187416773077,ura,
TE15,Great World,1.2944678378851269,103.83342645789939,ura,
TE16,Havelock,1.2884419658075472,103.83358978009632,ura,
TE17,Outram Park,1.2808389346699285,103.83925001411495,ura,
TE18,Maxwell,1.2805964098154925,103.84392436857507,ura,
TE19,Shenton Way,1.2775905171046742,103.85067510451763,ura,
TE20,Marina Bay,1.2758094294533002,103.85498166544687,ura,
TE21,Marina South,1.2742039630199826,103.86311257442675,ura,
TE22,Gardens by the Bay,1.2792004698563675,103.8679548831892,ura,
TE22A,Founders' Memorial,1.2909735602127401,103.86893419081727,ura,
TE23,Tanjong Rhu,1.2972452874437077,103.87345501889277,ura,
TE24,Katong Park,1.2978010415628742,103.88623636531406,ura,
TE25,Tanjong Katong,1.2993705596361003,103.89744885045332,ura,
TE26,Marine Parade,1.302865993021082,103.90550807454038,ura,
TE27,Marine Terrace,1.306767424002779,103.91526558461837,ura,
TE28,Siglap,1.3098814892597002,103.9299170480523,ura,
TE29,Bayshore,1.3129364944627582,103.94184163653021,ura,
TE30,Bedok South,1.3166456856882618,103.94923038001318,ura,
TE31,Sungei Bedok,1.3203959599740995,103.95720762079861,ura,
TE32,Changi Terminal 5,1.3243986092035498,103.99196794225878,ura,
